Make,Model,Year,Pros
Mitsubishi,Outlander,2014,"If you're looking for a smaller SUV with seating for seven and commendable fuel economy, the 2014 Outlander is worth considering. Outlanders are also noteworthy for their impressive warranty, available safety features like automatic braking and lane-departure warning, and sophisticated all-wheel-drive system that's very adept in the snow."
Mitsubishi,Outlander,2013,"If you are looking for a compact 
SUV with one of the most spacious cargo areas in the category, an optional third-row seat and arguably the best AWD system this side of the luxury segment, the 2013 Mitsubishi Outlander may be the one."
Mitsubishi,Outlander,2012,"If you are looking for a small 
SUV with one of the most spacious cargo areas in the category, an optional third-row seat and arguably the best all-wheel-drive system available for a non-luxury vehicle, the 2012 Mitsubishi Outlander is worth your consideration."
Mitsubishi,Outlander,2011,"See how style, options and other factors can impact pricing in your area."
Mitsubishi,Outlander,2010,"Arguably the most tech-savvy vehicle in the category, the 
2010 Mitsubishi Outlander is further distinguished by a combination of energetic driving dynamics and real off-road venturing capability."
Mitsubishi,Outlander,2009,"Arguably the most tech-savvy vehicle in the category, the 
2009 Mitsubishi Outlander is further distinguished by a combination of energetic driving dynamics and an available third-row seat."
Mitsubishi,Outlander,2008,"Arguably the most tech-savvy vehicle in the category, the 
2008 Mitsubishi Outlander is further distinguished by a combination of energetic driving dynamics and an available third-row seat."
Mitsubishi,Outlander,2007,"Arguably the most tech-savvy vehicle in the category, the Outlander is further distinguished by a combination of energetic driving dynamics and an available third row seat."
Mitsubishi,Outlander,2006,"See how style, options and other factors can impact pricing in your area."
Mitsubishi,Outlander,2005,"See how style, options and other factors can impact pricing in your area."
Mitsubishi,Outlander,2004,"See how style, options and other factors can impact pricing in your area."
Mitsubishi,Outlander,2003,"See how style, options and other factors can impact pricing in your area."
Mitsubishi,Outlander PHEV,2019,"If you’ve been searching for a green machine that can seat five and offers a great warranty and some pretty cool features, the 2019 Mitsubishi Outlander PHEV has your name written all over it. Unlike most hybrid SUVs, the Outlander can run solely on electric power for up to 22 miles."
Mitsubishi,Outlander PHEV,2018,"Families looking for a small SUV that seats seven, has earned a Top Safety Pick+ safety rating from the Insurance Institute of Highway Safety, offers a class-leading warranty, a long list of safety and infotainment features and has a starting price under $25,000 will like the 2018 Mitsubishi Outlander. It’s also one of the few compact SUVs to still offer a V6, and the only one available as a plug-in hybrid electric vehicle (PHEV)."
Mitsubishi,Outlander Sport,2020,Get Kelley Blue Book® Pricing
Mitsubishi,Outlander Sport,2019,"If you’re looking for a well-built compact-crossover SUV that you won’t see coming and going, the 2019 Mitsubishi Outlander Sport might please you. It’s compact, but the back seat is usable, and let’s not forget about the Outlander Sport’s excellent warranty."
Mitsubishi,Outlander Sport,2018,"If you’re having a hard time finding a compact-crossover SUV that’s not so commonplace, the 2018 Mitsubishi Outlander Sport might just catch your eye. It offers lots of features, handsome styling and a 10-year/100,000-mile powertrain warranty for added peace of mind."
Mitsubishi,Outlander Sport,2017,"If you’re looking for a compact SUV that stands out from the crowd, yet won’t cost an arm and a leg when you start adding options, check out the 2017 Mitsubishi Outlander Sport. The standard 10-year/100,000-mile powertrain warranty is another great reason to buy."
Mitsubishi,Outlander Sport,2016,"If you want a cool-looking compact SUV that's easy on the wallet and gas budget, but you don't want to see yourself coming and going in a Honda or Toyota, the 2016 Mitsubishi Outlander Sport is worth a look, especially with the 10-year/100,000-mile powertrain warranty offering peace of mind."
Mitsubishi,Outlander Sport,2015,"If you’re looking for a compact SUV that is easy on the eyes, wallet and gas budget, but you don’t want to drive some ho-hum crossover, check out the 2015 Mitsubishi Outlander Sport. Available all-wheel drive makes it a great year-round companion, as does the impressive 10-year/100,000 mile powertrain warranty."
Mitsubishi,Outlander Sport,2014,"If you don’t need a big interior, but you want something that’s higher (so you can see around), you want available 4-wheel drive in case the roads get slick, you want good fuel economy and a low price, plus you want good driving and good looks, you might want a 
Mitsubishi Outlander Sport."
Mitsubishi,Outlander Sport,2013,"If you don't need more room than is found in a 
Ford Focus or VW Golf 
hatchback, but you want a vehicle that sits up a bit higher with good ground clearance and available 4-wheel drive (4WD), the fun and frugal 
2013 Mitsubishi Outlander Sport makes a good choice."
Mitsubishi,Outlander Sport,2012,"The 
Mitsubishi Outlander Sport headlines when you want a small 
SUV that stands out for its style as much as its low price and respectable fuel economy. And since it's a newer vehicle from a smaller manufacturer, the Outlander Sport stands out on the road and in parking lots."
Mitsubishi,Outlander Sport,2011,"See how style, options and other factors can impact pricing in your area."
Mitsubishi,Mirage,2019,"If you’re not worried about tepid acceleration and passing power, advanced safety equipment or the sedan’s fixed rear seatback, the 2019 Mitsubishi Mirage offers efficient, affordable transportation at a really good price."
Mitsubishi,Mirage,2018,"If you like the 2018 Mitsubishi Mirage’s styling and long warranty, and aren’t put off by its hard interior plastics, non-folding rear seat (G4 sedan) and 12.5-second zero-to-60-mph time, then by all means have it."
Mitsubishi,Mirage,2017,"If you absolutely must have a brand-new car, are seduced by the prospect of a decade-long warranty, and for some reason just don't want a Hyundai, this might be worth a look."
Mitsubishi,Mirage,2015,"If the most important thing to you is getting the cheapest 
new car you can find with the most equipment and best possible fuel economy, you'll like the 2015 Mitsubishi Mirage. It even features a confidence-boosting 10-year/100,000-mile powertrain warranty."
Mitsubishi,Mirage,2014,"You’ll like the Mitsubishi Mirage if you only care about saving money. The Mirage is cheap to buy, cheap to drive and features a confidence-boosting 10-year/100,000-mile powertrain warranty. As a bonus, the little hatchback actually drives better than its asking price might suggest."
Mitsubishi,Mirage,2002,"See how style, options and other factors can impact pricing in your area."
Mitsubishi,Mirage,2001,"See how style, options and other factors can impact pricing in your area."
Mitsubishi,Mirage,2000,"See how style, options and other factors can impact pricing in your area."
Mitsubishi,Mirage,1999,"See how style, options and other factors can impact pricing in your area."
Mitsubishi,Mirage,1998,"See how style, options and other factors can impact pricing in your area."
Mitsubishi,Mirage,1997,"See how style, options and other factors can impact pricing in your area."
Mitsubishi,Mirage,1996,"See how style, options and other factors can impact pricing in your area."
Mitsubishi,Mirage,1995,"See how style, options and other factors can impact pricing in your area."
Mitsubishi,Mirage,1994,"See how style, options and other factors can impact pricing in your area."
Mitsubishi,Mirage,1993,"See how style, options and other factors can impact pricing in your area."
Mitsubishi,Mirage,1992,"See how style, options and other factors can impact pricing in your area."
Nissan,Altima,2020,Get Kelley Blue Book® Pricing
Nissan,Altima,2019,Get Kelley Blue Book® Pricing
Nissan,Altima,2018,"If you’re looking for a stylish and comfortable family-friendly sedan with a solid reputation for reliability and value, you’ll like the 2018 Nissan Altima. Drivers wanting a little more performance will like the 2.5 SR trim level, which adds a manual mode to the automatic transmission, paddle shifters, a sport-tuned suspension and larger 18-inch wheels and tires. "
Nissan,Altima,2017,"If you’re looking for a comfortable and stylish family sedan whose price is as reliable as is its reputation for value, reliability and resale, the 2017 Nissan Altima is the antidote to more mainstream family sedans like the Honda Accord and Toyota Camry."
Nissan,Altima,2016,"If you want a roomy, comfortable family sedan with excellent fuel economy, handsome looks and easy manners, the Nissan Altima checks all the right boxes. Its starting price of just over $23,000 is also attractive."
Nissan,Altima,2015,"See how style, options and other factors can impact pricing in your area."
Nissan,Altima,2014,"If you like choice, the 2014 Nissan Altima delivers a broad range of models, features and engines including an available V6. Impressive fuel economy on the 4-cylinder model will likely win over most buyers, as will the very affordable Navigation and Technology packages."
Nissan,Altima,2013,"Most 
mid-size sedan competitors have moved away from available V6 engines in favor of turbocharged fours to ensure CAFE compliance, but this new Altima is the exception for those who still prefer smooth V6 power. And the wide-ratio CVT automatic delivers best-in-class fuel economy with the standard 4-cylinder engine."
